id,f:status,f:notice-code,title,link,author,updated,published,category,content
3720309,published,2443,IMKO LONDON LTD,"[{'@href': 'https://www.thegazette.co.uk/id/notice/3720309', '@rel': 'self'}, {'@href': 'https://www.thegazette.co.uk/notice/3720309'}, {'@href': 'https://www.thegazette.co.uk/notice/3720309/data.ttl', '@rel': 'alternate', '@title': 'TURTLE', '@type': 'text/turtle'}, {'@href': 'https://www.thegazette.co.uk/notice/3720309/data.jsonld', '@rel': 'alternate', '@title': 'JSON-LD', '@type': 'application/json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720309/data.rdf', '@rel': 'alternate', '@title': 'RDF/XML', '@type': 'application/rdf+xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720309/data.ttl?view=linked-data', '@rel': 'alternate', '@title': 'TURTLE', '@type': 'text/turtle'}, {'@href': 'https://www.thegazette.co.uk/notice/3720309/data.json?view=linked-data', '@rel': 'alternate', '@title': 'JSON-SIMPLE', '@type': 'application/json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720309/data.rdfjson?view=linked-data', '@rel': 'alternate', '@title': 'JSON-RDF', '@type': 'application/rdf+json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720309/data.rdf?view=linked-data', '@rel': 'alternate', '@title': 'RDF/XML', '@type': 'application/rdf+xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720309/data.xml?view=linked-data', '@rel': 'alternate', '@title': 'XML', '@type': 'application/xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720309/data.html?view=linked-data', '@rel': 'alternate', '@title': 'HTML', '@type': 'application/html'}]",tso,2021-01-26T10:00:08Z,2021-01-25T01:04:19,{'@term': 'Appointment of Liquidators'},"<div><p>Name of Company: IMKO LONDON LTD Company Number: 07384091 Nature of Business: Construction of domestic buildings Registered office: Jardine House, 1c Claremont Road, Teddington, TW11 8DH Type of Liqui…</p></div>"
3720287,published,2443,EMTECH ENGINEERING LIMITED,"[{'@href': 'https://www.thegazette.co.uk/id/notice/3720287', '@rel': 'self'}, {'@href': 'https://www.thegazette.co.uk/notice/3720287'}, {'@href': 'https://www.thegazette.co.uk/notice/3720287/data.ttl', '@rel': 'alternate', '@title': 'TURTLE', '@type': 'text/turtle'}, {'@href': 'https://www.thegazette.co.uk/notice/3720287/data.jsonld', '@rel': 'alternate', '@title': 'JSON-LD', '@type': 'application/json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720287/data.rdf', '@rel': 'alternate', '@title': 'RDF/XML', '@type': 'application/rdf+xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720287/data.ttl?view=linked-data', '@rel': 'alternate', '@title': 'TURTLE', '@type': 'text/turtle'}, {'@href': 'https://www.thegazette.co.uk/notice/3720287/data.json?view=linked-data', '@rel': 'alternate', '@title': 'JSON-SIMPLE', '@type': 'application/json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720287/data.rdfjson?view=linked-data', '@rel': 'alternate', '@title': 'JSON-RDF', '@type': 'application/rdf+json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720287/data.rdf?view=linked-data', '@rel': 'alternate', '@title': 'RDF/XML', '@type': 'application/rdf+xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720287/data.xml?view=linked-data', '@rel': 'alternate', '@title': 'XML', '@type': 'application/xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720287/data.html?view=linked-data', '@rel': 'alternate', '@title': 'HTML', '@type': 'application/html'}]",tso,2021-01-26T09:59:04Z,2021-01-25T01:03:58,{'@term': 'Appointment of Liquidators'},"<div><p>Name of Company: EMTECH ENGINEERING LIMITED Company Number: 08592091 Nature of Business: Recruitment Consultancy Registered office: 14 Mill Green, The Wharf, Shardlow, Derby, DE72 2WE Type of Liquidat…</p></div>"
3720276,published,2443,CARL SPECTER ESTATE AGENTS LTD,"[{'@href': 'https://www.thegazette.co.uk/id/notice/3720276', '@rel': 'self'}, {'@href': 'https://www.thegazette.co.uk/notice/3720276'}, {'@href': 'https://www.thegazette.co.uk/notice/3720276/data.ttl', '@rel': 'alternate', '@title': 'TURTLE', '@type': 'text/turtle'}, {'@href': 'https://www.thegazette.co.uk/notice/3720276/data.jsonld', '@rel': 'alternate', '@title': 'JSON-LD', '@type': 'application/json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720276/data.rdf', '@rel': 'alternate', '@title': 'RDF/XML', '@type': 'application/rdf+xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720276/data.ttl?view=linked-data', '@rel': 'alternate', '@title': 'TURTLE', '@type': 'text/turtle'}, {'@href': 'https://www.thegazette.co.uk/notice/3720276/data.json?view=linked-data', '@rel': 'alternate', '@title': 'JSON-SIMPLE', '@type': 'application/json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720276/data.rdfjson?view=linked-data', '@rel': 'alternate', '@title': 'JSON-RDF', '@type': 'application/rdf+json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720276/data.rdf?view=linked-data', '@rel': 'alternate', '@title': 'RDF/XML', '@type': 'application/rdf+xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720276/data.xml?view=linked-data', '@rel': 'alternate', '@title': 'XML', '@type': 'application/xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720276/data.html?view=linked-data', '@rel': 'alternate', '@title': 'HTML', '@type': 'application/html'}]",tso,2021-01-26T09:59:01Z,2021-01-25T01:03:47,{'@term': 'Appointment of Liquidators'},"<div><p>Name of Company: CARL SPECTER ESTATE AGENTS LTD Company Number: 11752196 Nature of Business: Real estate agencies Registered office: 202A Coldharbour Lane, London, SW9 8SA Type of Liquidation: Credito…</p></div>"
3720269,published,2443,PRAGMATIC WEB LIMITED,"[{'@href': 'https://www.thegazette.co.uk/id/notice/3720269', '@rel': 'self'}, {'@href': 'https://www.thegazette.co.uk/notice/3720269'}, {'@href': 'https://www.thegazette.co.uk/notice/3720269/data.ttl', '@rel': 'alternate', '@title': 'TURTLE', '@type': 'text/turtle'}, {'@href': 'https://www.thegazette.co.uk/notice/3720269/data.jsonld', '@rel': 'alternate', '@title': 'JSON-LD', '@type': 'application/json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720269/data.rdf', '@rel': 'alternate', '@title': 'RDF/XML', '@type': 'application/rdf+xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720269/data.ttl?view=linked-data', '@rel': 'alternate', '@title': 'TURTLE', '@type': 'text/turtle'}, {'@href': 'https://www.thegazette.co.uk/notice/3720269/data.json?view=linked-data', '@rel': 'alternate', '@title': 'JSON-SIMPLE', '@type': 'application/json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720269/data.rdfjson?view=linked-data', '@rel': 'alternate', '@title': 'JSON-RDF', '@type': 'application/rdf+json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720269/data.rdf?view=linked-data', '@rel': 'alternate', '@title': 'RDF/XML', '@type': 'application/rdf+xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720269/data.xml?view=linked-data', '@rel': 'alternate', '@title': 'XML', '@type': 'application/xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720269/data.html?view=linked-data', '@rel': 'alternate', '@title': 'HTML', '@type': 'application/html'}]",tso,2021-01-26T09:58:58Z,2021-01-25T01:03:40,{'@term': 'Appointment of Liquidators'},"<div><p>Name of Company: PRAGMATIC WEB LIMITED Company Number: 07855805 Nature of Business: Information technology Registered office: 2/3 Pavillion Buildings, Brighton, East Sussex, BN1 1EE Type of Liquidatio…</p></div>"
3720267,published,2443,BEAMLINE DIAGNOSTICS LIMITED,"[{'@href': 'https://www.thegazette.co.uk/id/notice/3720267', '@rel': 'self'}, {'@href': 'https://www.thegazette.co.uk/notice/3720267'}, {'@href': 'https://www.thegazette.co.uk/notice/3720267/data.ttl', '@rel': 'alternate', '@title': 'TURTLE', '@type': 'text/turtle'}, {'@href': 'https://www.thegazette.co.uk/notice/3720267/data.jsonld', '@rel': 'alternate', '@title': 'JSON-LD', '@type': 'application/json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720267/data.rdf', '@rel': 'alternate', '@title': 'RDF/XML', '@type': 'application/rdf+xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720267/data.ttl?view=linked-data', '@rel': 'alternate', '@title': 'TURTLE', '@type': 'text/turtle'}, {'@href': 'https://www.thegazette.co.uk/notice/3720267/data.json?view=linked-data', '@rel': 'alternate', '@title': 'JSON-SIMPLE', '@type': 'application/json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720267/data.rdfjson?view=linked-data', '@rel': 'alternate', '@title': 'JSON-RDF', '@type': 'application/rdf+json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720267/data.rdf?view=linked-data', '@rel': 'alternate', '@title': 'RDF/XML', '@type': 'application/rdf+xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720267/data.xml?view=linked-data', '@rel': 'alternate', '@title': 'XML', '@type': 'application/xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720267/data.html?view=linked-data', '@rel': 'alternate', '@title': 'HTML', '@type': 'application/html'}]",tso,2021-01-26T09:58:57Z,2021-01-25T01:03:38,{'@term': 'Appointment of Liquidators'},<div><p>Name of Company: BEAMLINE DIAGNOSTICS LIMITED Company Number: 09504725 Trading Name: Dynamx Medical Nature of Business: Software development specialising in medical diagnosis Registered office: 1st Fl…</p></div>
3720262,published,2443,DEB ASSOCIATES LTD,"[{'@href': 'https://www.thegazette.co.uk/id/notice/3720262', '@rel': 'self'}, {'@href': 'https://www.thegazette.co.uk/notice/3720262'}, {'@href': 'https://www.thegazette.co.uk/notice/3720262/data.ttl', '@rel': 'alternate', '@title': 'TURTLE', '@type': 'text/turtle'}, {'@href': 'https://www.thegazette.co.uk/notice/3720262/data.jsonld', '@rel': 'alternate', '@title': 'JSON-LD', '@type': 'application/json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720262/data.rdf', '@rel': 'alternate', '@title': 'RDF/XML', '@type': 'application/rdf+xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720262/data.ttl?view=linked-data', '@rel': 'alternate', '@title': 'TURTLE', '@type': 'text/turtle'}, {'@href': 'https://www.thegazette.co.uk/notice/3720262/data.json?view=linked-data', '@rel': 'alternate', '@title': 'JSON-SIMPLE', '@type': 'application/json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720262/data.rdfjson?view=linked-data', '@rel': 'alternate', '@title': 'JSON-RDF', '@type': 'application/rdf+json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720262/data.rdf?view=linked-data', '@rel': 'alternate', '@title': 'RDF/XML', '@type': 'application/rdf+xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720262/data.xml?view=linked-data', '@rel': 'alternate', '@title': 'XML', '@type': 'application/xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720262/data.html?view=linked-data', '@rel': 'alternate', '@title': 'HTML', '@type': 'application/html'}]",tso,2021-01-26T09:58:54Z,2021-01-25T01:03:33,{'@term': 'Appointment of Liquidators'},"<div><p>Name of Company: DEB ASSOCIATES LTD Company Number: 09022657 Nature of Business: Administration of financial markets & management Registered office: First Floor, 81-85 High Street, Brentwood, Essex, C…</p></div>"
3720231,published,2443,PMO CONSULTANT SERVICES LIMITED,"[{'@href': 'https://www.thegazette.co.uk/id/notice/3720231', '@rel': 'self'}, {'@href': 'https://www.thegazette.co.uk/notice/3720231'}, {'@href': 'https://www.thegazette.co.uk/notice/3720231/data.ttl', '@rel': 'alternate', '@title': 'TURTLE', '@type': 'text/turtle'}, {'@href': 'https://www.thegazette.co.uk/notice/3720231/data.jsonld', '@rel': 'alternate', '@title': 'JSON-LD', '@type': 'application/json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720231/data.rdf', '@rel': 'alternate', '@title': 'RDF/XML', '@type': 'application/rdf+xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720231/data.ttl?view=linked-data', '@rel': 'alternate', '@title': 'TURTLE', '@type': 'text/turtle'}, {'@href': 'https://www.thegazette.co.uk/notice/3720231/data.json?view=linked-data', '@rel': 'alternate', '@title': 'JSON-SIMPLE', '@type': 'application/json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720231/data.rdfjson?view=linked-data', '@rel': 'alternate', '@title': 'JSON-RDF', '@type': 'application/rdf+json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720231/data.rdf?view=linked-data', '@rel': 'alternate', '@title': 'RDF/XML', '@type': 'application/rdf+xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720231/data.xml?view=linked-data', '@rel': 'alternate', '@title': 'XML', '@type': 'application/xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720231/data.html?view=linked-data', '@rel': 'alternate', '@title': 'HTML', '@type': 'application/html'}]",tso,2021-01-26T09:58:46Z,2021-01-25T01:02:59,{'@term': 'Appointment of Liquidators'},"<div><p>Name of Company: PMO CONSULTANT SERVICES LIMITED Company Number: 09934596 Nature of Business: Financial Consultants Registered office: First Floor, 81-85 High Street, Brentwood, Essex, CM14 4RR Type o…</p></div>"
3720226,published,2443,FIELD & FORK LIMITED,"[{'@href': 'https://www.thegazette.co.uk/id/notice/3720226', '@rel': 'self'}, {'@href': 'https://www.thegazette.co.uk/notice/3720226'}, {'@href': 'https://www.thegazette.co.uk/notice/3720226/data.ttl', '@rel': 'alternate', '@title': 'TURTLE', '@type': 'text/turtle'}, {'@href': 'https://www.thegazette.co.uk/notice/3720226/data.jsonld', '@rel': 'alternate', '@title': 'JSON-LD', '@type': 'application/json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720226/data.rdf', '@rel': 'alternate', '@title': 'RDF/XML', '@type': 'application/rdf+xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720226/data.ttl?view=linked-data', '@rel': 'alternate', '@title': 'TURTLE', '@type': 'text/turtle'}, {'@href': 'https://www.thegazette.co.uk/notice/3720226/data.json?view=linked-data', '@rel': 'alternate', '@title': 'JSON-SIMPLE', '@type': 'application/json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720226/data.rdfjson?view=linked-data', '@rel': 'alternate', '@title': 'JSON-RDF', '@type': 'application/rdf+json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720226/data.rdf?view=linked-data', '@rel': 'alternate', '@title': 'RDF/XML', '@type': 'application/rdf+xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720226/data.xml?view=linked-data', '@rel': 'alternate', '@title': 'XML', '@type': 'application/xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720226/data.html?view=linked-data', '@rel': 'alternate', '@title': 'HTML', '@type': 'application/html'}]",tso,2021-01-26T09:58:44Z,2021-01-25T01:02:54,{'@term': 'Appointment of Liquidators'},"<div><p>Name of Company: FIELD & FORK LIMITED Company Number: 06464357 Nature of Business: Restaurant/catering Registered office: Suite 2, 2nd Floor, Phoenix House, 32 West Street, Brighton, BN1 2RT Type of L…</p></div>"
3720198,published,2443,COTSWOLD KITCHENS LIMITED,"[{'@href': 'https://www.thegazette.co.uk/id/notice/3720198', '@rel': 'self'}, {'@href': 'https://www.thegazette.co.uk/notice/3720198'}, {'@href': 'https://www.thegazette.co.uk/notice/3720198/data.ttl', '@rel': 'alternate', '@title': 'TURTLE', '@type': 'text/turtle'}, {'@href': 'https://www.thegazette.co.uk/notice/3720198/data.jsonld', '@rel': 'alternate', '@title': 'JSON-LD', '@type': 'application/json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720198/data.rdf', '@rel': 'alternate', '@title': 'RDF/XML', '@type': 'application/rdf+xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720198/data.ttl?view=linked-data', '@rel': 'alternate', '@title': 'TURTLE', '@type': 'text/turtle'}, {'@href': 'https://www.thegazette.co.uk/notice/3720198/data.json?view=linked-data', '@rel': 'alternate', '@title': 'JSON-SIMPLE', '@type': 'application/json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720198/data.rdfjson?view=linked-data', '@rel': 'alternate', '@title': 'JSON-RDF', '@type': 'application/rdf+json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720198/data.rdf?view=linked-data', '@rel': 'alternate', '@title': 'RDF/XML', '@type': 'application/rdf+xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720198/data.xml?view=linked-data', '@rel': 'alternate', '@title': 'XML', '@type': 'application/xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720198/data.html?view=linked-data', '@rel': 'alternate', '@title': 'HTML', '@type': 'application/html'}]",tso,2021-01-26T10:00:03Z,2021-01-25T01:02:25,{'@term': 'Appointment of Liquidators'},"<div><p>Name of Company: COTSWOLD KITCHENS LIMITED Company Number: 04633821 Nature of Business: Kitchen Suppliers & Fitters Registered office: Bespoke Insolvency Solutions, Suite 6, 1-7 Taylor Street, Bury, B…</p></div>"
3720195,published,2443,EARL FRANCIS LIMITED,"[{'@href': 'https://www.thegazette.co.uk/id/notice/3720195', '@rel': 'self'}, {'@href': 'https://www.thegazette.co.uk/notice/3720195'}, {'@href': 'https://www.thegazette.co.uk/notice/3720195/data.ttl', '@rel': 'alternate', '@title': 'TURTLE', '@type': 'text/turtle'}, {'@href': 'https://www.thegazette.co.uk/notice/3720195/data.jsonld', '@rel': 'alternate', '@title': 'JSON-LD', '@type': 'application/json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720195/data.rdf', '@rel': 'alternate', '@title': 'RDF/XML', '@type': 'application/rdf+xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720195/data.ttl?view=linked-data', '@rel': 'alternate', '@title': 'TURTLE', '@type': 'text/turtle'}, {'@href': 'https://www.thegazette.co.uk/notice/3720195/data.json?view=linked-data', '@rel': 'alternate', '@title': 'JSON-SIMPLE', '@type': 'application/json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720195/data.rdfjson?view=linked-data', '@rel': 'alternate', '@title': 'JSON-RDF', '@type': 'application/rdf+json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720195/data.rdf?view=linked-data', '@rel': 'alternate', '@title': 'RDF/XML', '@type': 'application/rdf+xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720195/data.xml?view=linked-data', '@rel': 'alternate', '@title': 'XML', '@type': 'application/xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720195/data.html?view=linked-data', '@rel': 'alternate', '@title': 'HTML', '@type': 'application/html'}]",tso,2021-01-26T10:00:01Z,2021-01-25T01:02:21,{'@term': 'Appointment of Liquidators'},"<div><p>Name of Company: EARL FRANCIS LIMITED Company Number: 08944388 Nature of Business: Other retail sale in non-specialised stores Registered office: Earl Francis Convenience Store, 45 Manor Oaks Road, Sh…</p></div>"
3720189,published,2443,WECORP INDUSTRIES LTD,"[{'@href': 'https://www.thegazette.co.uk/id/notice/3720189', '@rel': 'self'}, {'@href': 'https://www.thegazette.co.uk/notice/3720189'}, {'@href': 'https://www.thegazette.co.uk/notice/3720189/data.ttl', '@rel': 'alternate', '@title': 'TURTLE', '@type': 'text/turtle'}, {'@href': 'https://www.thegazette.co.uk/notice/3720189/data.jsonld', '@rel': 'alternate', '@title': 'JSON-LD', '@type': 'application/json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720189/data.rdf', '@rel': 'alternate', '@title': 'RDF/XML', '@type': 'application/rdf+xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720189/data.ttl?view=linked-data', '@rel': 'alternate', '@title': 'TURTLE', '@type': 'text/turtle'}, {'@href': 'https://www.thegazette.co.uk/notice/3720189/data.json?view=linked-data', '@rel': 'alternate', '@title': 'JSON-SIMPLE', '@type': 'application/json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720189/data.rdfjson?view=linked-data', '@rel': 'alternate', '@title': 'JSON-RDF', '@type': 'application/rdf+json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720189/data.rdf?view=linked-data', '@rel': 'alternate', '@title': 'RDF/XML', '@type': 'application/rdf+xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720189/data.xml?view=linked-data', '@rel': 'alternate', '@title': 'XML', '@type': 'application/xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720189/data.html?view=linked-data', '@rel': 'alternate', '@title': 'HTML', '@type': 'application/html'}]",tso,2021-01-26T10:00:00Z,2021-01-25T01:02:15,{'@term': 'Appointment of Liquidators'},"<div><p>Name of Company: WECORP INDUSTRIES LTD Company Number: 11175072 Nature of Business: Manufacture of aircraft Previous Name of Company: Wecorp Ltd Registered office: International House, 142 Cromwell Ro…</p></div>"
3720174,published,2443,NORTHERN PROPERTY NETWORK LIMITED,"[{'@href': 'https://www.thegazette.co.uk/id/notice/3720174', '@rel': 'self'}, {'@href': 'https://www.thegazette.co.uk/notice/3720174'}, {'@href': 'https://www.thegazette.co.uk/notice/3720174/data.ttl', '@rel': 'alternate', '@title': 'TURTLE', '@type': 'text/turtle'}, {'@href': 'https://www.thegazette.co.uk/notice/3720174/data.jsonld', '@rel': 'alternate', '@title': 'JSON-LD', '@type': 'application/json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720174/data.rdf', '@rel': 'alternate', '@title': 'RDF/XML', '@type': 'application/rdf+xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720174/data.ttl?view=linked-data', '@rel': 'alternate', '@title': 'TURTLE', '@type': 'text/turtle'}, {'@href': 'https://www.thegazette.co.uk/notice/3720174/data.json?view=linked-data', '@rel': 'alternate', '@title': 'JSON-SIMPLE', '@type': 'application/json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720174/data.rdfjson?view=linked-data', '@rel': 'alternate', '@title': 'JSON-RDF', '@type': 'application/rdf+json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720174/data.rdf?view=linked-data', '@rel': 'alternate', '@title': 'RDF/XML', '@type': 'application/rdf+xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720174/data.xml?view=linked-data', '@rel': 'alternate', '@title': 'XML', '@type': 'application/xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720174/data.html?view=linked-data', '@rel': 'alternate', '@title': 'HTML', '@type': 'application/html'}]",tso,2021-01-26T09:59:58Z,2021-01-25T01:01:58,{'@term': 'Appointment of Liquidators'},"<div><p>Name of Company: NORTHERN PROPERTY NETWORK LIMITED Company Number: 07400454 Trading Name: Reeds Rains Nature of Business: Estate Agents Registered office: O’Haras Limited, Moorend House, Snelsins Lane…</p></div>"
3720167,published,2443,THE DEVELOPMENT MATRIX LIMITED,"[{'@href': 'https://www.thegazette.co.uk/id/notice/3720167', '@rel': 'self'}, {'@href': 'https://www.thegazette.co.uk/notice/3720167'}, {'@href': 'https://www.thegazette.co.uk/notice/3720167/data.ttl', '@rel': 'alternate', '@title': 'TURTLE', '@type': 'text/turtle'}, {'@href': 'https://www.thegazette.co.uk/notice/3720167/data.jsonld', '@rel': 'alternate', '@title': 'JSON-LD', '@type': 'application/json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720167/data.rdf', '@rel': 'alternate', '@title': 'RDF/XML', '@type': 'application/rdf+xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720167/data.ttl?view=linked-data', '@rel': 'alternate', '@title': 'TURTLE', '@type': 'text/turtle'}, {'@href': 'https://www.thegazette.co.uk/notice/3720167/data.json?view=linked-data', '@rel': 'alternate', '@title': 'JSON-SIMPLE', '@type': 'application/json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720167/data.rdfjson?view=linked-data', '@rel': 'alternate', '@title': 'JSON-RDF', '@type': 'application/rdf+json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720167/data.rdf?view=linked-data', '@rel': 'alternate', '@title': 'RDF/XML', '@type': 'application/rdf+xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720167/data.xml?view=linked-data', '@rel': 'alternate', '@title': 'XML', '@type': 'application/xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720167/data.html?view=linked-data', '@rel': 'alternate', '@title': 'HTML', '@type': 'application/html'}]",tso,2021-01-26T09:59:55Z,2021-01-25T01:01:51,{'@term': 'Appointment of Liquidators'},"<div><p>Name of Company: THE DEVELOPMENT MATRIX LIMITED Company Number: 07109307 Registered office: Regency House, 45-53 Chorley New Road, Bolton, BL1 4QR Type of Liquidation: Creditors Date of Appointment: 1…</p></div>"
3720159,published,2443,MANCE & CO. LIMITED,"[{'@href': 'https://www.thegazette.co.uk/id/notice/3720159', '@rel': 'self'}, {'@href': 'https://www.thegazette.co.uk/notice/3720159'}, {'@href': 'https://www.thegazette.co.uk/notice/3720159/data.ttl', '@rel': 'alternate', '@title': 'TURTLE', '@type': 'text/turtle'}, {'@href': 'https://www.thegazette.co.uk/notice/3720159/data.jsonld', '@rel': 'alternate', '@title': 'JSON-LD', '@type': 'application/json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720159/data.rdf', '@rel': 'alternate', '@title': 'RDF/XML', '@type': 'application/rdf+xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720159/data.ttl?view=linked-data', '@rel': 'alternate', '@title': 'TURTLE', '@type': 'text/turtle'}, {'@href': 'https://www.thegazette.co.uk/notice/3720159/data.json?view=linked-data', '@rel': 'alternate', '@title': 'JSON-SIMPLE', '@type': 'application/json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720159/data.rdfjson?view=linked-data', '@rel': 'alternate', '@title': 'JSON-RDF', '@type': 'application/rdf+json'}, {'@href': 'https://www.thegazette.co.uk/notice/3720159/data.rdf?view=linked-data', '@rel': 'alternate', '@title': 'RDF/XML', '@type': 'application/rdf+xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720159/data.xml?view=linked-data', '@rel': 'alternate', '@title': 'XML', '@type': 'application/xml'}, {'@href': 'https://www.thegazette.co.uk/notice/3720159/data.html?view=linked-data', '@rel': 'alternate', '@title': 'HTML', '@type': 'application/html'}]",tso,2021-01-26T10:02:54Z,2021-01-25T01:01:42,{'@term': 'Appointment of Liquidators'},"<div><p>Name of Company: MANCE & CO. LIMITED Company Number: 08448039 Nature of Business: PR Company Previous Name of Company: Meri Mance PR Limited Registered office: 64 New Cavendish Street, London W1G 8TB…</p></div>"
